InputStoryid,DistortedSentenceIndex,Original_Sentence,Distorted_Sentence,Original_Story,Distorted_Story
6ad57acc-daca-411d-a4b3-a45abb78a256,0,My last tennis match of high school was my best.,""" My last basketball match of high school was my worst.""",My last tennis match of high school was my best. I was up by one set. I was one point away from winning the entire match. I went to serve the ball and hit it over the net.,""" My last basketball match of high school was my worst."" I was up by one set. I was one point away from winning the entire match. I went to serve the ball and hit it over the net."
a27b2a3b-4863-4552-87b6-fe028d3a37d4,2,One night wolves started killing his sheep.,"""One night, wolves started killing his sheep.""",Aaron was a shepherd with three dogs. One of his dogs was old but still energetic. One night wolves started killing his sheep. The old dog fought the wolves and chased them off.,"Aaron was a shepherd with three dogs. One of his dogs was old but still energetic. ""One night, wolves started killing his sheep."" The old dog fought the wolves and chased them off."
5e03aec1-6113-44c9-a698-f341f2343732,1,He felt a little bit self-conscious about his new hat.,"""He felt a little bit unselfish about his new hat.""",Vinny bought a new fedora. He felt a little bit self-conscious about his new hat. He considered returning the hat to the store. Just then a beautiful woman told him that his hat looked nice.,"Vinny bought a new fedora. ""He felt a little bit unselfish about his new hat."" He considered returning the hat to the store. Just then a beautiful woman told him that his hat looked nice."
7ee04913-2cc2-4e6e-8717-28147f03f585,0,Gina told her mother she lost her key.,Gina told her mother she found her key.,"Gina told her mother she lost her key. It was an accident, but that didn't matter. It was irresponsible of her to lose the house key. Her dad gave her his key, and he would have a new one made.","Gina told her mother she found her key. It was an accident, but that didn't matter. It was irresponsible of her to lose the house key. Her dad gave her his key, and he would have a new one made."
d87f44ab-8b22-4801-8eae-55aeb3eeb16d,0,Bath and Body Works was having its usual candle sale.,Bath and Body Works was not having its usual candle sale.,"Bath and Body Works was having its usual candle sale. Sacha was so excited about the sale. She immediately drove to the mall. When she got there, all the candles were sold out.","Bath and Body Works was not having its usual candle sale. Sacha was so excited about the sale. She immediately drove to the mall. When she got there, all the candles were sold out."
3fc9c343-e8fb-4be5-b7bf-edf00b826201,2,He couldn't catch.,""" He could catch .",Tim joined the school football team. Tim was absolutely terrible at football. He couldn't catch. He couldn't throw.,"Tim joined the school football team. Tim was absolutely terrible at football. "" He could catch . He couldn't throw."
05f03ba0-a9e0-4910-bafa-be25efe8bd23,0,Every morning it is my job to feed the animals in the barn.,"""Every morning it is my job to eat some hay in the barn.""","Every morning it is my job to feed the animals in the barn. After I finished breakfast, I headed out to the barn. I was so excited to see that one of my sheep had given birth to twins! Since the lambs were both girls, I named them Lucy and Cocoa.","""Every morning it is my job to eat some hay in the barn."" After I finished breakfast, I headed out to the barn. I was so excited to see that one of my sheep had given birth to twins! Since the lambs were both girls, I named them Lucy and Cocoa."
6e51ebf7-d5da-4f58-a5e8-a818a6f49b5a,0,John is notorious among smaller school-children.,"John is unknown among smaller school-children.""",John is notorious among smaller school-children. He asks innumerable favors from them. Anyone who refuses his requests receives more bullying from him. A teacher learned about his behavior and investigated on him.,"John is unknown among smaller school-children."" He asks innumerable favors from them. Anyone who refuses his requests receives more bullying from him. A teacher learned about his behavior and investigated on him."
3c021b18-38ef-446b-9848-277547e7e41a,1,He was trying to do his route fast to get home early today.,He was trying to do his route slow and get home late today.,Sam hopped into his mail truck and drove off. He was trying to do his route fast to get home early today. He drove so fast he didn't see a pothole in the road. The truck bounced hard when he hit the pothole.,Sam hopped into his mail truck and drove off. He was trying to do his route slow and get home late today. He drove so fast he didn't see a pothole in the road. The truck bounced hard when he hit the pothole.
5af598c7-63db-458b-b657-281e2cbc3af7,2,"They were looking forward to it so much, but it turned out to be bad!","""They were excited for it so much, but it turned out to be good!""","David and Mia rarely got to go out since they had young children. On Friday, they were finally able to get away to see a movie. They were looking forward to it so much, but it turned out to be bad! In fact, it was so bad that they could barely contain their giggles.","David and Mia rarely got to go out since they had young children. On Friday, they were finally able to get away to see a movie. ""They were excited for it so much, but it turned out to be good!"" In fact, it was so bad that they could barely contain their giggles."
75157727-55f1-42b0-8f07-af3f51aec36e,0,Ed was supposed to work today.,Ed was supposed to have fun today.,Ed was supposed to work today. But it was sunny and beautiful outside! He decided to play hooky from work. He packed up his car to spend the day at the beach.,Ed was supposed to have fun today. But it was sunny and beautiful outside! He decided to play hooky from work. He packed up his car to spend the day at the beach.
054be4a9-5edb-4bf7-9a01-b3f094a1fb8e,1,She stepped outside to find a dog trapped in an iced-over pond.,She stepped inside to find a dog trapped in an icy-over pond.,Nora heard the dog whimpering from her kitchen window. She stepped outside to find a dog trapped in an iced-over pond. She leaned out and grabbed the dog. She brought the dog into the house and washed him in a warm sink.,Nora heard the dog whimpering from her kitchen window. She stepped inside to find a dog trapped in an icy-over pond. She leaned out and grabbed the dog. She brought the dog into the house and washed him in a warm sink.
bbb0f5ad-3893-4988-80a8-dbc89ee6f5c1,2,He decided to review his code.,"""He decided to give up on his code.""","Sam works in web development. One day, he was having issues getting his website to display properly. He decided to review his code. He spent an hour scouring his code but found the problem.","Sam works in web development. One day, he was having issues getting his website to display properly. ""He decided to give up on his code."" He spent an hour scouring his code but found the problem."
3e09405a-5fa2-4145-8309-1852b2c19d78,0,I opened the door of the classroom and walked inside.,""" I closed the door and walked outside "".",I opened the door of the classroom and walked inside. I sat in my desk and quietly took out my textbook to review. And then I took some deep breaths and remained positive. I studied ahead of time and I knew I will do well.,""" I closed the door and walked outside "". I sat in my desk and quietly took out my textbook to review. And then I took some deep breaths and remained positive. I studied ahead of time and I knew I will do well."
